#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:vx_smg                19:vx_prime_smg          20:h_prime               21:eta                
       7.657961755579e+00       1.675471630820e-05      -1.391503267530e+00       2.150037494423e-02       4.811726494741e-06       1.202931623685e-05       1.514983527039e-10       2.405863247370e-06      -1.043627454961e+00       2.150037883261e-02       5.905048348694e-01       6.805040542184e-01      -1.389991694281e+00       2.091449049086e-02       2.211489680295e-02      -1.045957773850e+00       2.270735874664e-02       1.164839488931e-08       4.516345147475e-09       7.435835194398e-02       9.811350524309e-01 
       7.769801071379e+00       1.700284983560e-05      -1.396743190612e+00       2.177162058422e-02       5.017788231890e-06       1.254447057973e-05       1.627003873384e-10       2.508894115945e-06      -1.047557397724e+00       2.177162478729e-02       5.901959309949e-01       6.800006640273e-01      -1.395142363104e+00       2.116030275505e-02       2.272545867784e-02      -1.050025643042e+00       2.303140137846e-02       1.216074319012e-08       4.646178821204e-09       7.539805607019e-02       9.805918948260e-01 
       7.881640387179e+00       1.725108246083e-05      -1.402047991469e+00       2.204107875181e-02       5.229270178969e-06       1.307317544742e-05       1.745446745863e-10       2.614635089485e-06      -1.051535998856e+00       2.204108328873e-02       5.898827929724e-01       6.794911331177e-01      -1.400354065334e+00       2.140363202939e-02       2.334259330604e-02      -1.054148158201e+00       2.335514133197e-02       1.268770942849e-08       4.777768798498e-09       7.643606075166e-02       9.800414476747e-01 
       7.993479702979e+00       1.749941418390e-05      -1.407417324450e+00       2.230872757106e-02       5.446214749812e-06       1.361553687453e-05       1.870572745814e-10       2.723107374906e-06      -1.055562999118e+00       2.230873246183e-02       5.895654304497e-01       6.789754808607e-01      -1.405626351067e+00       2.164444926995e-02       2.396620690886e-02      -1.058325227179e+00       2.367857514811e-02       1.322948833169e-08       4.911039910108e-09       7.747235132049e-02       9.794837314438e-01 
       8.105319018779e+00       1.774784500482e-05      -1.412850839511e+00       2.257454527142e-02       5.668662818163e-06       1.417165704541e-05       2.002648360604e-10       2.834331409081e-06      -1.059638135982e+00       2.257455053687e-02       5.892438532746e-01       6.784537269068e-01      -1.410958764949e+00       2.188272566150e-02       2.459620465620e-02      -1.062556756586e+00       2.400169936331e-02       1.378626735512e-08       5.045982182097e-09       7.850691315299e-02       9.789187667429e-01 
       8.217158334579e+00       1.799637492357e-05      -1.418348183619e+00       2.283851021731e-02       5.896653704947e-06       1.474163426237e-05       2.141945951741e-10       2.948326852473e-06      -1.063761144674e+00       2.283851587918e-02       5.889180711895e-01       6.779258908447e-01      -1.416350847596e+00       2.211843264859e-02       2.523249068026e-02      -1.066842652831e+00       2.432451053814e-02       1.435823457682e-08       5.182665361684e-09       7.953973171101e-02       9.783465743245e-01 
       8.330657762104e+00       1.824869526660e-05      -1.423992020496e+00       2.310447709145e-02       6.133734448634e-06       1.533433612158e-05       2.290980684231e-10       3.066867224317e-06      -1.067994022998e+00       2.310448317878e-02       5.885831641329e-01       6.773840215384e-01      -1.421883496843e+00       2.235498244573e-02       2.588455098593e-02      -1.071247654876e+00       2.465178988464e-02       1.495442077848e-08       5.323194230139e-09       8.058608401839e-02       9.777585204671e-01 
       8.444157189629e+00       1.850111767127e-05      -1.429700852615e+00       2.336849131401e-02       6.376600434378e-06       1.594150108595e-05       2.448036872152e-10       3.188300217189e-06      -1.072275647804e+00       2.336849785109e-02       5.882439464816e-01       6.768359289176e-01      -1.427476632753e+00       2.258882754575e-02       2.654288550902e-02      -1.075708454220e+00       2.497873975083e-02       1.556665697239e-08       5.465484372872e-09       8.163061098744e-02       9.771630662373e-01 
       8.557656617154e+00       1.875364213758e-05      -1.435474300880e+00       2.363053069265e-02       6.625287731991e-06       1.656321932998e-05       2.613417606950e-10       3.312643865996e-06      -1.076605734771e+00       2.363053770473e-02       5.879004282482e-01       6.762816334617e-01      -1.433129761903e+00       2.281993892778e-02       2.720739084827e-02      -1.080224951831e+00       2.530535660656e-02       1.619514092703e-08       5.609451355709e-09       8.267329767585e-02       9.765602337740e-01 
       8.671156044679e+00       1.900626866552e-05      -1.441311982389e+00       2.389057316996e-02       6.879830680599e-06       1.719957670150e-05       2.787432103703e-10       3.439915340300e-06      -1.080983996727e+00       2.389058068331e-02       5.875526194885e-01       6.757211557629e-01      -1.438842386039e+00       2.304828784470e-02       2.787796255029e-02      -1.084797047933e+00       2.563163693493e-02       1.684006339273e-08       5.755128991256e-09       8.371412921482e-02       9.759500453640e-01 
       8.784655472204e+00       1.925899725510e-05      -1.447213509253e+00       2.414859679693e-02       7.140261860488e-06       1.785065465122e-05       2.970395658903e-10       3.570130930244e-06      -1.085410142757e+00       2.414860483886e-02       5.872005305630e-01       6.751545168278e-01      -1.444614000921e+00       2.327384579828e-02       2.855449512358e-02      -1.089424641106e+00       2.595757720475e-02       1.750161942768e-08       5.902595244136e-09       8.475309076782e-02       9.753325234420e-01 
       8.898154899729e+00       1.951182790631e-05      -1.453178487974e+00       2.440457971741e-02       7.406612067176e-06       1.851653016794e-05       3.162629603618e-10       3.703306033588e-06      -1.089883877742e+00       2.440458831624e-02       5.868441722785e-01       6.745817382386e-01      -1.450444095718e+00       2.349658452508e-02       2.923688205058e-02      -1.094107627809e+00       2.628317385393e-02       1.818001219714e-08       6.051851186071e-09       8.579016750654e-02       9.747076905892e-01 
       9.011654327253e+00       1.976476061916e-05      -1.459206519860e+00       2.465850017583e-02       7.678910292151e-06       1.919727573038e-05       3.364461254072e-10       3.839455146076e-06      -1.094404902665e+00       2.465850936102e-02       5.864835558044e-01       6.740028420507e-01      -1.456332153447e+00       2.371647600585e-02       2.992501579792e-02      -1.098845902673e+00       2.660842329631e-02       1.887544353252e-08       6.202812553338e-09       8.682534462200e-02       9.740755695322e-01 
       9.127090832098e+00       2.002211478512e-05      -1.465401694476e+00       2.491461643412e-02       7.961984985757e-06       1.990496246439e-05       3.579926149176e-10       3.980992492879e-06      -1.099051284724e+00       2.491462624715e-02       5.861124280922e-01       6.734078132320e-01      -1.462379620706e+00       2.393717121892e-02       3.063067662632e-02      -1.103721648479e+00       2.693886392840e-02       1.960041929175e-08       6.358049259226e-09       8.787622527460e-02       9.734252079095e-01 
       9.242527336942e+00       2.027957452619e-05      -1.471661255515e+00       2.516855441218e-02       8.251267261344e-06       2.062816815336e-05       3.806020754000e-10       4.125633630672e-06      -1.103745956674e+00       2.516856488606e-02       5.857369176955e-01       6.728065010249e-01      -1.468485959181e+00       2.415486374093e-02       3.134205459321e-02      -1.108654368243e+00       2.726893809650e-02       2.034341731612e-08       6.515056250462e-09       8.892511044820e-02       9.727673550584e-01 
       9.357963841786e+00       2.053713984237e-05      -1.477984781796e+00       2.542029190241e-02       8.546781869508e-06       2.136695467377e-05       4.043108167595e-10       4.273390934754e-06      -1.108488602633e+00       2.542030307127e-02       5.853570343152e-01       6.721989264793e-01      -1.474650620327e+00       2.436952524089e-02       3.205903341923e-02      -1.113643956308e+00       2.759864230536e-02       2.110464312095e-08       6.673905561274e-09       8.997198514829e-02       9.721020353463e-01 
       9.473400346630e+00       2.079481073365e-05      -1.484371848668e+00       2.566980686689e-02       8.848551573056e-06       2.212137893264e-05       4.291557641281e-10       4.424275786528e-06      -1.113278904119e+00       2.566981876593e-02       5.849727875976e-01       6.715851106613e-01      -1.480873051202e+00       2.458112771748e-02       3.278149580177e-02      -1.118690306572e+00       2.792797309166e-02       2.188430825940e-08       6.834550142557e-09       9.101683448540e-02       9.714292732949e-01 
       9.588836851475e+00       2.105258720004e-05      -1.490822007502e+00       2.591707692615e-02       9.156596946663e-06       2.289149236666e-05       4.551744408376e-10       4.578298473332e-06      -1.118116524662e+00       2.591708959192e-02       5.845841916259e-01       6.709650797788e-01      -1.487152673977e+00       2.478964298939e-02       3.350932342233e-02      -1.123793297082e+00       2.825692651189e-02       2.268261948074e-08       6.996918444157e-09       9.205964291909e-02       9.707490935762e-01 
       9.704273356319e+00       2.131046924153e-05      -1.497334808429e+00       2.616207990514e-02       9.470936532926e-06       2.367734133232e-05       4.824049676223e-10       4.735468266463e-06      -1.123001126865e+00       2.616209337566e-02       5.841912599689e-01       6.703388594925e-01      -1.493488908705e+00       2.499504324285e-02       3.424239695331e-02      -1.128952807074e+00       2.858549868717e-02       2.349977490215e-08       7.160998489780e-09       9.310039506698e-02       9.700615210094e-01 
       9.819709861163e+00       2.156845685813e-05      -1.503909816696e+00       2.640479425593e-02       9.791586980952e-06       2.447896745238e-05       5.108860615753e-10       4.895793490476e-06      -1.127932384668e+00       2.640480857058e-02       5.837940021087e-01       6.697064708387e-01      -1.499881189697e+00       2.519730145582e-02       3.498059607721e-02      -1.134168729228e+00       2.891368622496e-02       2.433597055147e-08       7.326814799412e-09       9.413907632761e-02       9.693665805610e-01 
       9.941423810276e+00       2.184058820024e-05      -1.510909271585e+00       2.665820534708e-02       1.013652551023e-05       2.534131377557e-05       5.423137279725e-10       5.068262755113e-06      -1.133181977634e+00       2.665822059588e-02       5.833704647498e-01       6.690330337131e-01      -1.506681162542e+00       2.540712626430e-02       3.576435603438e-02      -1.139729276973e+00       2.925930051605e-02       2.523848077323e-08       7.503544252326e-09       9.523198255269e-02       9.686258971319e-01 
       1.006313775939e+01       2.211283691202e-05      -1.517976859383e+00       2.690902303493e-02       1.048851052423e-05       2.622127631058e-05       5.752221007024e-10       5.244255262116e-06      -1.138482670398e+00       2.690903926475e-02       5.829421435782e-01       6.683527920554e-01      -1.513542117014e+00       2.561339699698e-02       3.655353605686e-02      -1.145352277914e+00       2.960447907089e-02       2.616261880516e-08       7.682208845500e-09       9.632255283082e-02       9.678770802457e-01 
       1.018485170850e+01       2.238520299348e-05      -1.525112035047e+00       2.715722206987e-02       1.084755374865e-05       2.711888437162e-05       6.096585999286e-10       5.423776874323e-06      -1.143834054183e+00       2.715723932927e-02       5.825090546378e-01       6.676657764023e-01      -1.520463351691e+00       2.581608259318e-02       3.734799166866e-02      -1.151037587150e+00       2.994921740512e-02       2.710862063227e-08       7.862786277723e-09       9.741076951196e-02       9.671201597002e-01 
